longitude,latitude,address,n
120.20573,38.031425,"22532 CONFIDENCE RD ,TWAIN HARTE,CA,95383",2006
120.22939,38.008308,"21353 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",2007
120.22234,38.029968,"22503 BROKEN BOUGH LN ,TWAIN HARTE,CA,95383",2008
120.2537,38.032021,"22580 WILDCAT RIDGE RD ,SONORA,CA,95370",2009
120.24804,38.026943,"22345 GERALDINE CIR ,SONORA,CA,95370",2010
120.25967,38.008408,"21281 GREENTREE LN ,SONORA,CA,95370",2011
120.20445,38.03529,"19860 EASTVIEW DR ,TWAIN HARTE,CA,95383",2012
120.22353,38.035919,"22787 EAST AVE ,TWAIN HARTE,CA,95383",2013
120.22566,38.043755,"23292 CRESTA DR ,TWAIN HARTE,CA,95383",2014
120.36105,37.953888,"12899 LAKE VALLEY LN ,SONORA,CA,95370",2015
120.36079,37.952435,"13031 LAKE VALLEY LN ,SONORA,CA,95370",2016
120.38011,37.958397,"18334 AVENIDA BONITA N ,SONORA,CA,95370",2017
120.42568,37.942165,"10170 SHADY DAWN LN ,JAMESTOWN,CA,95327",2018
120.42593,37.941498,"17557 FERNWOOD DR ,JAMESTOWN,CA,95327",2019
120.40456,37.967079,"18948 NORTH DR ,JAMESTOWN,CA,95327",2020
120.40437,37.969254,"19091 MARTHA LN ,JAMESTOWN,CA,95327",2021
120.40344,37.968857,"19068 OUTLOOK DR ,JAMESTOWN,CA,95327",2022
120.38766,37.941658,"11821 APPEY WAY ,SONORA,CA,95370",2023
120.42458,37.944687,"17740 WOODS WAY ,JAMESTOWN,CA,95327",2024
120.38971,37.939602,"17560 CAMPBELL FLAT RD ,SONORA,CA,95370",2025
120.39269,37.955055,"18241 BERRY LN ,SONORA,CA,95370",2026
120.38702,37.940186,"17481 CAMPBELL FLAT RD ,SONORA,CA,95370",2027
120.40755,37.955959,"10959 BUCK BRUSH DR ,JAMESTOWN,CA,95327",2028
120.40931,37.952595,"18188 GOLDEN OAKS DR ,JAMESTOWN,CA,95327",2029
120.40511,37.960258,"18725 STATE HIGHWAY 108 79,JAMESTOWN,CA,95327",2030
120.40355,37.921883,"11098 ALGERINE RD ,JAMESTOWN,CA,95327",2031
120.39842,37.965317,"19050 GOLDEN DOVE LN ,JAMESTOWN,CA,95327",2032
120.39723,37.969349,"11387 SILVER PINE LN ,JAMESTOWN,CA,95327",2033
120.42381,37.906559,"15580 EGAN RD ,JAMESTOWN,CA,95327",2034
120.41537,37.962639,"10678 WIGWAM RD 9,JAMESTOWN,CA,95327",2035
120.41537,37.962639,"10678 WIGWAM RD 21,JAMESTOWN,CA,95327",2036
120.21602,37.847729,"19372 ELDER LN ,GROVELAND,CA,95321",2037
120.22145,37.849064,"19273 SALVADOR CT ,GROVELAND,CA,95321",2038
120.22645,37.852692,"19203 FERRETTI RD ,GROVELAND,CA,95321",2039
120.32097,37.943951,"14790 BOOKER RD ,SONORA,CA,95370",2040
120.27435,37.937714,"17327 YOSEMITE RD ,SONORA,CA,95370",2041
120.27489,37.945663,"17790 YOSEMITE RD ,SONORA,CA,95370",2042
120.29439,37.968887,"15767 CURTIS CIR ,SONORA,CA,95370",2043
120.29418,37.970135,"15788 CURTIS CIR ,SONORA,CA,95370",2044
120.29775,37.968811,"15595 CURTIS CIR ,SONORA,CA,95370",2045
120.29754,37.966686,"15615 CURTIS CIR ,SONORA,CA,95370",2046
120.292,37.976456,"15075 CURTIS CIR ,SONORA,CA,95370",2047
120.29386,37.974667,"15140 CURTIS CIR ,SONORA,CA,95370",2048
120.29021,37.972443,"14877 CURTIS CIR ,SONORA,CA,95370",2049
120.28619,37.968723,"16165 CURTIS CIR ,SONORA,CA,95370",2050
120.29007,37.957039,"18444 MIKA LN ,SONORA,CA,95370",2051
120.2784,37.974468,"16576 CORNUCOPIA MINE RD ,SOULSBYVILLE,CA,95372",2052
120.27746,37.973049,"19315 BLACK OAK RD ,SONORA,CA,95370",2053
120.27734,37.97316,"19325 BLACK OAK RD ,SONORA,CA,95370",2054
120.28259,37.969559,"19145 BLACK OAK RD ,SONORA,CA,95370",2055
120.27412,37.954613,"17019 BUCKHORN MT RD ,,CA,95370",2056
120.27272,37.954227,"16950 BUCKHORN MOUNTAIN RD ,SONORA,CA,95370",2057
120.38878,37.982967,"346 W JACKSON ST ,SONORA,CA,95370",2058
120.30815,37.882343,"25855 POWELL RANCH RD ,SONORA,CA,95370",2059
120.19347,37.881283,"14149 BOITANO RD ,GROVELAND,CA,95321",2060
120.13635,37.84428,"22782 ROLLING WOODS DR ,GROVELAND,CA,95321",2061
120.26437,37.988976,"20160 SOULSBYVILLE RD ,SOULSBYVILLE,CA,95372",2062
120.26378,37.985229,"19990 SOULSBYVILLE RD ,SOULSBYVILLE,CA,95372",2063
120.26401,37.984631,"19961 COMMUNITY DR ,SOULSBYVILLE,CA,95372",2064
120.32653,37.6842,"3233 EL PRADO RD ,LA GRANGE,CA,95329",2065
120.32612,37.674995,"2752 PEPITO CT ,LA GRANGE,CA,95329",2066
120.33205,37.668674,"2410 NUECES CT ,LA GRANGE,CA,95329",2067
120.325,37.656246,"1693 CARMELITA LN ,LA GRANGE,CA,95329",2068
120.31624,37.655746,"14994 AVENIDA CENTRAL ,LA GRANGE,CA,95329",2069
120.24635,37.987106,"20050 TUOLUMNE RD N ,TUOLUMNE,CA,95379",2070
120.25889,37.999065,"20780 CAYLOR DR ,SOULSBYVILLE,CA,95372",2071
120.26003,37.998623,"20735 CAYLOR DR ,SOULSBYVILLE,CA,95372",2072
120.25956,38.001534,"20872 LAWLER DR ,SOULSBYVILLE,CA,95372",2073
120.25926,38.000401,"20833 OMAN DR ,SOULSBYVILLE,CA,95372",2074
120.25783,38.002216,"20919 OMAN DR ,SOULSBYVILLE,CA,95372",2075
120.26213,37.999199,"17286 CARLOZZI DR ,SOULSBYVILLE,CA,95372",2076
120.26331,37.998417,"17213 KELLEHER CT ,SOULSBYVILLE,CA,95372",2077
120.25916,37.995117,"17473 LIVERMORE CT ,SOULSBYVILLE,CA,95372",2078
120.26459,37.996014,"20664 KINGS CT ,SOULSBYVILLE,CA,95372",2079
120.26505,37.994755,"20465 SOULSBYVILLE RD ,SOULSBYVILLE,CA,95372",2080
120.2622,37.993546,"20518 TIMOTHY DR ,SOULSBYVILLE,CA,95372",2081
120.26171,37.99527,"20549 WILLOW SPRINGS DR ,SOULSBYVILLE,CA,95372",2082
120.26164,37.994282,"20505 TRACY CT ,SOULSBYVILLE,CA,95372",2083
120.26176,37.994022,"17328 LIVERMORE CT ,SOULSBYVILLE,CA,95372",2084
120.26171,37.993649,"17299 LIVERMORE CT ,SOULSBYVILLE,CA,95372",2085
120.25997,37.993523,"20420 SHERRY CT ,SOULSBYVILLE,CA,95372",2086
120.21252,37.850601,"19410 PLEASANTVIEW DR ,GROVELAND,CA,95321",2087
120.21276,37.85146,"19520 CHAFFEE CIR ,GROVELAND,CA,95321",2088
120.2123,37.850609,"19422 PLEASANTVIEW DR ,GROVELAND,CA,95321",2089
120.21187,37.851273,"19545 CHAFFEE CIR ,,CA,95321",2090
120.35118,37.734329,"6033 ARBOLADA DR ,LA GRANGE,CA,95329",2091
120.3169,38.022377,"22052 YERBA SANTA RD ,SONORA,CA,95370",2092
120.21273,37.855728,"12824 MUELLER DR ,GROVELAND,CA,95321",2093
120.20387,37.8601,"19940 DEERBRUSH CT ,GROVELAND,CA,95321",2094
120.17953,37.843285,"20826 POINT VIEW DR ,GROVELAND,CA,95321",2095
120.2049,37.846806,"12319 MILLS ST ,GROVELAND,CA,95321",2096
120.27734,37.938412,"16671 ANDERSON DR ,SONORA,CA,95370",2097
120.33461,37.968792,"14192 TUOLUMNE RD 8,SONORA,CA,95370",2098
120.38345,37.983765,"57 LINOBERG ST ,SONORA,CA,95370",2099
120.2722,37.992718,"18123 CLOUDS REST RD ,SOULSBYVILLE,CA,95372",2100
120.27052,37.992573,"18068 CLOUDS REST RD ,SOULSBYVILLE,CA,95372",2101
120.27285,37.991089,"20369 STARR KING DR ,SOULSBYVILLE,CA,95372",2102
120.26958,37.992481,"18034 CLOUDS REST RD ,SOULSBYVILLE,CA,95372",2103
120.2412,38.040302,"18176 LITTLE FULLER RD ,TWAIN HARTE,CA,95383",2104
120.22735,38.024364,"22190 GORDO CT ,TWAIN HARTE,CA,95383",2105
120.39726,37.962513,"18714 VISTA DR ,JAMESTOWN,CA,95327",2106
120.39677,37.960194,"18571 MANOR DR ,JAMESTOWN,CA,95327",2107
120.39837,37.960442,"11306 STEINER DR ,JAMESTOWN,CA,95327",2108
120.39587,37.958908,"18527 VISTA DR ,JAMESTOWN,CA,95327",2109
120.19745,38.056011,"23990 PINE LAKE DR ,TWAIN HARTE,CA,95383",2110
120.20359,38.052364,"19884 AUGUST CT ,TWAIN HARTE,CA,95383",2111
120.19544,38.03952,"23059 COFFILL RD ,TWAIN HARTE,CA,95383",2112
120.21936,38.035217,"22835 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",2113
120.2232,38.030293,"22488 LITTLE JOHN DR ,TWAIN HARTE,CA,95383",2114
120.23241,38.042572,"23198 TUOLUMNE DR ,TWAIN HARTE,CA,95383",2115
120.22572,38.04229,"18852 DOGWOOD DR ,TWAIN HARTE,CA,95383",2116
120.22922,38.037773,"22884 BLACK HAWK DR ,TWAIN HARTE,CA,95383",2117
120.23881,38.035545,"22819 SIERRA DR ,TWAIN HARTE,CA,95383",2118
120.23576,38.034973,"22750 BRET HARTE DR ,TWAIN HARTE,CA,95383",2119
120.23123,38.035042,"22771 TWAIN HARTE DR ,TWAIN HARTE,CA,95383",2120
120.22733,38.035007,"22765 TAMARACK DR ,TWAIN HARTE,CA,95383",2121
120.2267,38.034348,"22747 TAMARACK DR ,TWAIN HARTE,CA,95383",2122
120.23941,38.034302,"22746 FULLER RD ,TWAIN HARTE,CA,95383",2123
120.38667,37.959534,"11861 CAMPO SECO RD ,SONORA,CA,95370",2124
120.38816,37.961731,"18712 KIRKS RD ,SONORA,CA,95370",2125
120.38345,37.956913,"18312 AVENIDA BONITA ,SONORA,CA,95370",2126
120.34157,37.962917,"18750 OLOV RD ,SONORA,CA,95370",2127
120.22598,37.853455,"19216 FERRETTI RD ,GROVELAND,CA,95321",2128
120.22516,37.853619,"19225 FERRETTI RD ,GROVELAND,CA,95321",2129
120.22417,37.854095,"12704 MUELLER DR ,GROVELAND,CA,95321",2130
120.21985,37.851994,"12599 TANNAHILL DR ,GROVELAND,CA,95321",2131
120.22102,37.8507,"19065 FOUNTAIN CT ,GROVELAND,CA,95321",2132
120.22065,37.848953,"19235 SALVADOR CT A,GROVELAND,CA,95321",2133
120.22118,37.852535,"19059 SEAN PATRICK LN ,GROVELAND,CA,95321",2134
120.21574,37.856548,"12857 MUELLER DR ,GROVELAND,CA,95321",2135
120.21777,37.858002,"12915 WELLS FARGO DR ,GROVELAND,CA,95321",2136
120.21763,37.858429,"12909 MUELLER DR ,GROVELAND,CA,95321",2137
120.21915,37.864292,"13335 WELLS FARGO DR ,GROVELAND,CA,95321",2138
120.2218,37.864765,"19068 RABOUL CT ,GROVELAND,CA,95321",2139
120.22205,37.864967,"19110 RABOUL CT ,GROVELAND,CA,95321",2140
120.2221,37.865013,"19120 RABOUL CT ,GROVELAND,CA,95321",2141
120.21242,37.860435,"13090 WELLS FARGO DR ,GROVELAND,CA,95321",2142
120.21214,37.86063,"13057 WELLS FARGO DR ,GROVELAND,CA,95321",2143
120.21424,37.858887,"12980 WELLS FARGO DR ,GROVELAND,CA,95321",2144
120.21527,37.858601,"12967 WELLS FARGO DR ,GROVELAND,CA,95321",2145
120.21645,37.86478,"19413 FERRETTI RD ,GROVELAND,CA,95321",2146
120.37695,37.985306,"464 MORNING STAR DR ,SONORA,CA,95370",2147
120.37429,37.985626,"596 MORNING STAR DR ,SONORA,CA,95370",2148
120.37657,37.983131,"363 MORNING STAR DR ,SONORA,CA,95370",2149
120.37799,37.981838,"238 MORNING STAR DR ,SONORA,CA,95370",2150
120.37698,37.983753,"378 MORNING STAR DR ,SONORA,CA,95370",2151
120.41772,37.962063,"10512 WIGWAM RD ,JAMESTOWN,CA,95327",2152
120.42554,37.957645,"18469 DALY CT ,JAMESTOWN,CA,95327",2153
120.41805,37.958961,"18535 5TH AVE ,JAMESTOWN,CA,95327",2154
120.4211,37.957436,"18430 JAMESTOWN RD ,JAMESTOWN,CA,95327",2155
120.41789,37.955463,"18379 5TH AVE ,JAMESTOWN,CA,95327",2156
120.41626,37.956059,"18345 5TH AVE ,JAMESTOWN,CA,95327",2157
120.42243,37.95509,"18274 MAIN ST ,JAMESTOWN,CA,95327",2158
120.42182,37.95562,"18335 MAIN ST ,JAMESTOWN,CA,95327",2159
120.42163,37.956009,"18361 MAIN ST ,JAMESTOWN,CA,95327",2160
120.42177,37.955746,"18343 MAIN ST ,JAMESTOWN,CA,95327",2161
120.42246,37.954174,"18231 MAIN ST ,JAMESTOWN,CA,95327",2162
120.41814,37.952965,"18175 5TH AVE ,JAMESTOWN,CA,95327",2163
120.4157,37.953388,"10583 7TH ST ,JAMESTOWN,CA,95327",2164
120.23422,37.959663,"18552 CEDAR ST ,TUOLUMNE,CA,95379",2165
120.23376,37.960037,"18522 CEDAR ST ,TUOLUMNE,CA,95379",2166
120.23873,37.95752,"18452 MAIN ST ,TUOLUMNE,CA,95379",2167
120.23968,37.957336,"18435 OAK ST ,TUOLUMNE,CA,95379",2168
120.23642,37.958054,"18478 CARTER ST ,,CA,95379",2169
120.23718,37.957611,"18437 PINE ST ,TUOLUMNE,CA,95379",2170
120.23608,37.958408,"18481 CARTER ST ,,CA,95379",2171
120.23488,37.958488,"18499 MADRONE ST ,TUOLUMNE,CA,95379",2172
120.23377,37.959518,"18493 CEDAR ST ,TUOLUMNE,CA,95379",2173
120.23315,37.958611,"18626 LAUREL AVE ,TUOLUMNE,CA,95379",2174
120.23348,37.958336,"18611 LAUREL AVE ,TUOLUMNE,CA,95379",2175
120.233,37.968025,"19029 CARTER ST ,,CA,95379",2176
120.24079,37.959278,"18271 WILLOW AVE ,TUOLUMNE,CA,95379",2177
120.17331,38.070984,"21206 NUGGETT DR ,MI WUK VILLAGE,CA,95346",2178
120.17276,38.070251,"24736 BONANZA DR ,MI WUK VILLAGE,CA,95346",2179
120.17152,38.069965,"24740 PROSPECTOR DR ,MI WUK VILLAGE,CA,95346",2180
120.17477,38.069389,"21203 PLACER AVE ,MI WUK VILLAGE,CA,95346",2181
120.17267,38.075489,"25010 STATE HIGHWAY 108 ,MI WUK VILLAGE,CA,95346",2182
120.17117,38.074696,"25029 STATE HIGHWAY 108 ,MI WUK VILLAGE,CA,95346",2183
120.20032,38.085384,"19991 MOUNTAIN MISERY RD ,,CA,95383",2184
120.20358,38.083496,"29562 ITALIAN BAR RD ,TWAIN HARTE,CA,95383",2185
120.20078,38.085251,"19970 MOUNTAIN MISERY RD ,,CA,95383",2186
120.21383,37.861607,"13121 WELLS FARGO DR ,GROVELAND,CA,95321",2187
120.18974,37.859451,"20524 ECHO CT ,GROVELAND,CA,95321",2188
120.28792,38.041889,"16145 BIG HILL RD 2,SONORA,CA,95370",2189
120.21454,37.856441,"12847 MUELLER DR ,GROVELAND,CA,95321",2190
120.21304,37.858555,"13015 WELLS FARGO DR ,GROVELAND,CA,95321",2191
120.2122,37.841412,"11993 VALENTA WAY ,GROVELAND,CA,95321",2192
120.39468,37.979233,"310 WOODSIDE DR ,SONORA,CA,95370",2193
120.39352,37.977245,"91 COTTAGE CT ,SONORA,CA,95370",2194
120.42816,37.946678,"17859 HARVARD MINE RD ,JAMESTOWN,CA,95327",2195
120.26701,38.001045,"20963 SPANISH GRANT DR ,SONORA,CA,95370",2196
120.21375,37.856441,"12841 MUELLER DR ,GROVELAND,CA,95321",2197
120.39424,37.977058,"86 COTTAGE CT ,SONORA,CA,95370",2198
120.39356,37.977581,"125 COTTAGE CT ,SONORA,CA,95370",2199
120.23641,37.964348,"18804 CARTER ST ,TUOLUMNE,CA,95379",2200
120.23284,37.95752,"18587 ELM AVE ,TUOLUMNE,CA,95379",2201
120.45287,37.912281,"8553 MONTEZUMA RD ,JAMESTOWN,CA,95327",2202
120.4297,37.957199,"18490 RAILBED RD ,JAMESTOWN,CA,95327",2203
120.23708,38.010853,"21400 BLUE OAK GULCH RD ,TWAIN HARTE,CA,95383",2204
120.22648,38.035496,"18929 SEQUOIA LN ,TWAIN HARTE,CA,95383",2205
120.22832,38.037643,"22903 BLACK HAWK DR ,TWAIN HARTE,CA,95383",2206
120.22759,38.036945,"18832 SEQUOIA LN ,TWAIN HARTE,CA,95383",2207
120.227,38.03603,"18864 SEQUOIA LN ,TWAIN HARTE,CA,95383",2208
120.22676,38.035179,"18846 LAUREL AVE ,TWAIN HARTE,CA,95383",2209
120.23749,38.036556,"22838 FULLER RD ,TWAIN HARTE,CA,95383",2210
120.23656,38.035473,"22799 BLACK HAWK DR ,TWAIN HARTE,CA,95383",2211
120.2364,38.035843,"22819 BLACK OAK DR ,TWAIN HARTE,CA,95383",2212
120.23692,38.035538,"22798 BLACK HAWK DR ,TWAIN HARTE,CA,95383",2213
120.23763,38.035046,"18390 MUIR AVE ,TWAIN HARTE,CA,95383",2214
120.23626,38.03632,"22838 BLACK OAK DR ,TWAIN HARTE,CA,95383",2215
120.23469,38.034637,"22759 PLACER DR ,,CA,95383",2216
120.22852,38.034847,"18761 SUGAR PINE RD ,TWAIN HARTE,CA,95383",2217
120.23016,38.033852,"22696 SPRUCE DR ,TWAIN HARTE,CA,95383",2218
120.23064,38.034763,"22765 BLACK HAWK DR ,TWAIN HARTE,CA,95383",2219
120.22972,38.03315,"22669 TAMARACK DR ,TWAIN HARTE,CA,95383",2220
120.22995,38.033066,"22693 TAMARACK DR ,TWAIN HARTE,CA,95383",2221
120.22862,38.034641,"22759 SPRUCE DR ,TWAIN HARTE,CA,95383",2222
120.22855,38.033798,"22696 TAMARACK DR ,TWAIN HARTE,CA,95383",2223
120.23931,38.031368,"22603 GOLF CLUB DR ,TWAIN HARTE,CA,95383",2224
120.23695,38.034164,"22688 BRET HARTE DR ,TWAIN HARTE,CA,95383",2225
120.39877,37.960907,"18717 MILL VILLA RD 117,JAMESTOWN,CA,95327",2226
120.26747,37.98074,"19811 SOULSBYVILLE RD ,SOULSBYVILLE,CA,95372",2227
120.36047,37.945183,"17770 LIME KILN RD ,SONORA,CA,95370",2228
120.32588,37.971603,"19180 HILLSDALE DR ,SONORA,CA,95370",2229
120.32576,37.972248,"19218 HILLSDALE DR ,SONORA,CA,95370",2230
120.32057,37.976105,"19478 VILLAGE DR ,SONORA,CA,95370",2231
120.25258,37.975197,"19360 CHEROKEE RD ,TUOLUMNE,CA,95379",2232
120.26425,37.968773,"17244 COVER RANCH RD ,TUOLUMNE,CA,95379",2233
120.26395,37.967552,"17231 COVER RANCH RD ,TUOLUMNE,CA,95379",2234
120.24628,37.968067,"17818 TUOLUMNE RD ,TUOLUMNE,CA,95379",2235
120.22423,37.842728,"18955 FERRETTI RD ,GROVELAND,CA,95321",2236
120.23112,37.838135,"18687 MAIN ST ,GROVELAND,CA,95321",2237
120.25848,37.823574,"17544 STATE HWY 120 ,,CA,95321",2238
120.05598,38.157066,"29679 ALPINE DR ,COLD SPRINGS,CA,95335",2239
120.05746,38.153851,"29392 ALPINE DR ,COLD SPRINGS,CA,95335",2240
120.05966,38.15358,"29373 OLD MONO RD ,COLD SPRINGS,CA,95335",2241
120.05812,38.15543,"29483 OLD MONO RD ,COLD SPRINGS,CA,95335",2242
120.05779,38.154919,"29458 ALPINE DR ,COLD SPRINGS,CA,95335",2243
120.05647,38.154179,"29414 ALPINE DR ,COLD SPRINGS,CA,95335",2244
120.05627,38.15519,"29576 LASSEN DR ,COLD SPRINGS,CA,95335",2245
120.05625,38.154415,"29383 ALPINE DR ,COLD SPRINGS,CA,95335",2246
120.05627,38.155148,"29554 LASSEN DR ,COLD SPRINGS,CA,95335",2247
120.05627,38.155159,"29561 LASSEN DR ,COLD SPRINGS,CA,95335",2248
120.05287,38.155544,"29471 MODOC DR ,COLD SPRINGS,CA,95335",2249
120.05527,38.157261,"29606 LASSEN DR ,LONG BARN,CA,95335",2250
120.055,38.157364,"29586 LASSEN DR ,LONG BARN,CA,95335",2251
120.05383,38.157104,"29639 LASSEN DR ,LONG BARN,CA,95335",2252
120.05492,38.155781,"29392 MODOC DR ,COLD SPRINGS,CA,95335",2253
120.22537,37.974739,"19312 MIRA MONTE RD ,TUOLUMNE,CA,95379",2254
120.32795,37.651196,"14505 AVENIDA CENTRAL ,LA GRANGE,CA,95329",2255
120.32539,37.656181,"1700 CARMELITA LN ,LA GRANGE,CA,95329",2256
120.45927,37.714939,"8746 LAS CRUCES ,LA GRANGE,CA,95329",2257
120.45425,37.709492,"4710 AVENIDA LUGO S ,LA GRANGE,CA,95329",2258
120.45789,37.710545,"4797 LA GRANGE RD ,LA GRANGE,CA,95329",2259
120.45128,37.717495,"5150 EL ENCINO ,LA GRANGE,CA,95329",2260
120.44843,37.717457,"5155 EL ENCINO ,LA GRANGE,CA,95329",2261
120.46557,37.707207,"4522 LA GRANGE RD ,LA GRANGE,CA,95329",2262
120.45578,37.708553,"4635 AVENIDA LUGO S ,LA GRANGE,CA,95329",2263
120.45562,37.706223,"4614 LOS NOGALES RD ,LA GRANGE,CA,95329",2264
120.32927,37.680149,"3096 PEPITO DR ,LA GRANGE,CA,95329",2265
120.32809,37.677536,"14445 POTRERO WAY ,LA GRANGE,CA,95329",2266
120.22323,37.992489,"20404 DEERHAVEN DR ,TUOLUMNE,CA,95379",2267
120.22515,37.993919,"20436 MISTY LN ,TUOLUMNE,CA,95379",2268
120.2098,37.848934,"19583 GRIZZLY CIR ,GROVELAND,CA,95321",2269
120.2114,37.848202,"19555 BUTLER WAY ,,CA,95321",2270
120.20679,37.84898,"19583 PINE MOUNTAIN DR ,GROVELAND,CA,95321",2271
120.20383,37.849598,"19754 PINE MOUNTAIN DR ,GROVELAND,CA,95321",2272
120.20494,37.849136,"19729 PINE MOUNTAIN DR ,GROVELAND,CA,95321",2273
120.20171,37.848202,"19824 PINE MOUNTAIN DR ,GROVELAND,CA,95321",2274
120.20551,37.852108,"19690 PLEASANTVIEW DR ,GROVELAND,CA,95321",2275
120.2043,37.852039,"19729 PLEASANTVIEW DR ,GROVELAND,CA,95321",2276
120.20712,37.851154,"19625 PLEASANTVIEW DR ,GROVELAND,CA,95321",2277
120.20358,37.852898,"19769 PLEASANTVIEW DR ,GROVELAND,CA,95321",2278
120.20541,37.85519,"19935 PLEASANTVIEW DR ,GROVELAND,CA,95321",2279
120.20383,37.85487,"12786 MOUNT JEFFERSON ST ,GROVELAND,CA,95321",2280
120.20356,37.854691,"12775 MOUNT JEFFERSON ST ,GROVELAND,CA,95321",2281
120.20515,37.854877,"19920 PLEASANTVIEW DR ,GROVELAND,CA,95321",2282
120.21014,37.855282,"19635 GOLDEN ROCK CIR ,GROVELAND,CA,95321",2283
120.20909,37.854507,"20030 PLEASANTVIEW DR ,GROVELAND,CA,95321",2284
120.21091,37.854027,"20130 PLEASANTVIEW DR ,GROVELAND,CA,95321",2285
120.23524,38.04702,"18555 WILDWOOD DR ,TWAIN HARTE,CA,95383",2286
120.23581,38.046749,"23418 SHADYBROOK DR ,TWAIN HARTE,CA,95383",2287
120.23766,38.053909,"23800 MOUNT ELIZABETH RD ,TWAIN HARTE,CA,95383",2288
120.22906,38.055115,"23853 SIERRA PINES DR ,TWAIN HARTE,CA,95383",2289
120.23026,38.055275,"23827 S FORK RD ,TWAIN HARTE,CA,95383",2290
120.31836,37.987083,"20152 PEACEFUL OAK RD ,SONORA,CA,95370",2291
120.27688,37.984371,"16632 DRAPER MINE RD ,SONORA,CA,95370",2292
120.2804,37.987846,"20140 CHIPMUNK RD ,SONORA,CA,95370",2293
120.27911,37.985249,"16592 MEADOWLARK DR ,SONORA,CA,95370",2294
120.31684,37.985497,"14928 LOS ROBLES LN ,SONORA,CA,95370",2295
120.31715,37.98941,"20261 BARBARA RD ,SONORA,CA,95370",2296
120.31856,37.989529,"20334 PEACEFUL OAK RD ,SONORA,CA,95370",2297
120.28828,37.983425,"19910 CORTE PRIMERO ,SONORA,CA,95370",2298
120.28561,37.984501,"19823 VIA REDONDA RD ,SONORA,CA,95370",2299
120.28703,37.983997,"19812 VIA REDONDA RD ,SONORA,CA,95370",2300
120.28541,37.985264,"19824 VIA REDONDA RD ,SONORA,CA,95370",2301
120.28419,37.983185,"16333 CORTE DEL CIELO CT ,SONORA,CA,95370",2302
120.28181,37.983822,"19846 VIA REDONDA RD ,SONORA,CA,95370",2303
120.29086,37.982944,"16149 VIA ESTE RD ,SONORA,CA,95370",2304
120.28722,37.98177,"16253 VIA ESTE RD ,SONORA,CA,95370",2305
120.2828,37.983479,"19859 VIA REDONDA RD ,SONORA,CA,95370",2306
120.35777,38.001801,"20900 SCATTERGOOD RD ,SONORA,CA,95370",2307
120.27307,37.989166,"16842 ALLISON WAY ,SONORA,CA,95370",2308
120.2018,38.058132,"19931 MIDDLE CAMP RD ,TWAIN HARTE,CA,95383",2309
120.20213,38.057953,"19921 MIDDLE CAMP RD ,TWAIN HARTE,CA,95383",2310
120.2028,38.056168,"19915 L ST ,TWAIN HARTE,CA,95383",2311
120.21143,38.051701,"23693 CONFIDENCE SOUTH FORK RD ,TWAIN HARTE,CA,95383",2312
120.21159,38.042305,"23223 STATE HWY 108 ,TWAIN HARTE,CA,95383",2313
120.37829,37.972336,"956 OREGON ST ,SONORA,CA,95370",2314
120.37522,37.973457,"247 HOSPITAL RD ,SONORA,CA,95370",2315
120.36929,37.947414,"17919 LIME ROCK DR ,SONORA,CA,95370",2316
120.36381,37.950417,"18047 LIME KILN RD ,SONORA,CA,95370",2317
120.37839,37.963493,"18737 DUSTY TRL ,SONORA,CA,95370",2318
120.19451,38.054062,"23816 PINE LAKE DR ,TWAIN HARTE,CA,95383",2319
120.19967,38.056431,"24005 CROSSLEY WAY ,,CA,95383",2320
120.2098,38.042004,"23200 CONFIDENCE RD ,TWAIN HARTE,CA,95383",2321
120.21618,38.047501,"19293 MICHIGAN DR ,TWAIN HARTE,CA,95383",2322
120.1805,37.848606,"20803 BIG FOOT CIR ,GROVELAND,CA,95321",2323
120.18659,37.849415,"20230 PINE MOUNTAIN DR ,GROVELAND,CA,95321",2324
120.18575,37.848404,"20213 PINE MOUNTAIN DR ,GROVELAND,CA,95321",2325
120.19859,37.848236,"20068 LOWER SKYRIDGE DR ,GROVELAND,CA,95321",2326
120.19594,37.848873,"20108 LOWER SKYRIDGE DR ,GROVELAND,CA,95321",2327
120.19579,37.847244,"20144 LOWER SKYRIDGE DR ,GROVELAND,CA,95321",2328
120.18789,37.841747,"20272 LOWER SKYRIDGE DR ,GROVELAND,CA,95321",2329
120.19469,37.840645,"11995 MCGRAW CT ,GROVELAND,CA,95321",2330
120.37948,37.944546,"12090 APPEY WAY ,SONORA,CA,95370",2331
120.34882,37.92075,"16645 LIME KILN RD ,SONORA,CA,95370",2332
120.35536,37.937408,"17285 LIME KILN RD ,SONORA,CA,95370",2333
120.34157,37.948391,"17960 OLD WARDS FERRY RD ,SONORA,CA,95370",2334
120.34735,37.945728,"17780 ROUTE 5 RD ,SONORA,CA,95370",2335
120.34508,37.941494,"17625 ROUTE 5 RD ,SONORA,CA,95370",2336
120.33409,37.946831,"17820 TINNIN RD ,SONORA,CA,95370",2337
120.3293,37.94614,"17810 WARDS FERRY RD ,SONORA,CA,95370",2338
120.31656,37.94759,"14920 BLUE BELL RD W ,SONORA,CA,95370",2339
120.31511,37.945389,"17821 OUR LN ,SONORA,CA,95370",2340
120.30715,37.947186,"17896 BLUE BELL RD E ,SONORA,CA,95370",2341
